#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
GC	TF	1861539	1859071	9606.ENSP00000421725	9606.ENSP00000385834	0	0	0	0	0.185	0	0	0.535	0.605
NEURL	DLL3	1855101	1842425	9606.ENSP00000358795	9606.ENSP00000205143	0	0	0	0	0	0.542	0	0.174	0.605
SEMG1	KLK3	1855753	1849687	9606.ENSP00000361867	9606.ENSP00000314151	0	0	0	0	0	0.360	0	0.408	0.605
CACNA1E	SPATA21	1854621	1851873	9606.ENSP00000356545	9606.ENSP00000335612	0	0	0	0	0	0.605	0	0	0.605
MYLPF	MYH7B	1850718	1845230	9606.ENSP00000325239	9606.ENSP00000262873	0	0	0	0	0.104	0.517	0	0.159	0.604
IRS4	ASB4	1855625	1850345	9606.ENSP00000361202	9606.ENSP00000321388	0	0	0	0	0	0.141	0	0.558	0.604
MMP9	HSPB3	1855661	1848524	9606.ENSP00000361405	9606.ENSP00000303394	0	0	0	0	0	0	0	0.603	0.603
INS	APOBEC1	1844030	1843194	9606.ENSP00000250971	9606.ENSP00000229304	0	0	0	0	0	0	0	0.603	0.603
NOG	DLX2	1851004	1843390	9606.ENSP00000328181	9606.ENSP00000234198	0	0	0	0	0.052	0	0	0.599	0.603
SERPINA10	CMA1	1845038	1844006	9606.ENSP00000261994	9606.ENSP00000250378	0.074	0	0	0	0.044	0.170	0	0.522	0.601
POU4F1	ISL1	1856641	1843262	9606.ENSP00000366413	9606.ENSP00000230658	0	0	0	0	0.090	0.095	0	0.555	0.601
GABRA2	GLRA2	1853367	1842690	9606.ENSP00000348897	9606.ENSP00000218075	0	0	0	0.861	0.056	0.110	0.540	0.374	0.600
GABRA4	GLRA2	1845523	1842690	9606.ENSP00000264318	9606.ENSP00000218075	0	0	0	0.862	0.053	0.110	0.540	0.389	0.599
CCL25	FBN3	1857886	1846156	9606.ENSP00000375086	9606.ENSP00000270509	0	0	0	0	0	0	0	0.599	0.599
HNF4A	CDH17	1849587	1842198	9606.ENSP00000312987	9606.ENSP00000027335	0	0	0	0	0.088	0	0	0.579	0.599
NTRK1	NTS	1861874	1844400	9606.ENSP00000431418	9606.ENSP00000256010	0	0	0	0	0	0	0	0.599	0.599
CTRB1	CELA3A	1854101	1847205	9606.ENSP00000354294	9606.ENSP00000290122	0	0	0.526	0.882	0.555	0	0	0.365	0.599
BEST3	GABRB2	1851470	1846395	9606.ENSP00000332413	9606.ENSP00000274547	0	0	0	0	0.052	0	0.540	0.153	0.598
TAS2R1	CDH9	1857537	1843273	9606.ENSP00000371932	9606.ENSP00000231021	0	0	0	0	0	0	0	0.598	0.598
GABRA5	GLRA2	1851869	1842690	9606.ENSP00000335592	9606.ENSP00000218075	0	0	0	0.857	0.054	0.110	0.540	0.360	0.598
CTRB1	CPA1	1854101	1842164	9606.ENSP00000354294	9606.ENSP00000011292	0.054	0	0	0	0.410	0.134	0	0.265	0.598
MUC5AC	TFF3	1862009	1861847	9606.ENSP00000435591	9606.ENSP00000430690	0	0	0	0	0	0	0	0.598	0.598
TAS2R1	CDH10	1857537	1845555	9606.ENSP00000371932	9606.ENSP00000264463	0	0	0	0	0	0	0	0.597	0.597
CRP	LBP	1844348	1842663	9606.ENSP00000255030	9606.ENSP00000217407	0	0	0	0	0.223	0	0	0.502	0.596
DEFA5	APOBEC1	1851192	1843194	9606.ENSP00000329890	9606.ENSP00000229304	0	0	0	0	0.221	0	0	0.503	0.596
CACNA1E	ATP1A2	1854621	1854129	9606.ENSP00000356545	9606.ENSP00000354490	0	0	0	0	0	0	0	0.596	0.596
LHX3	NEUROD4	1855542	1843649	9606.ENSP00000360811	9606.ENSP00000242994	0	0	0	0	0	0	0	0.596	0.596
AQP4	SCTR	1857610	1842186	9606.ENSP00000372654	9606.ENSP00000019103	0	0	0	0	0	0	0	0.595	0.595
NOG	PAEP	1851004	1846531	9606.ENSP00000328181	9606.ENSP00000277508	0	0	0	0	0	0	0	0.595	0.595
LHX3	POU4F3	1855542	1843264	9606.ENSP00000360811	9606.ENSP00000230732	0	0	0	0	0.052	0.065	0	0.579	0.595
INSM1	ASCL1	1849554	1845903	9606.ENSP00000312631	9606.ENSP00000266744	0	0	0	0	0.054	0	0	0.589	0.595
SLC26A3	FOXI1	1852987	1848621	9606.ENSP00000345873	9606.ENSP00000304286	0	0	0	0	0	0	0	0.594	0.594
NOTUM	NEURL	1859265	1855101	9606.ENSP00000387310	9606.ENSP00000358795	0	0	0	0	0	0	0	0.594	0.594
ATOH1	ASCL1	1848384	1845903	9606.ENSP00000302216	9606.ENSP00000266744	0	0	0	0	0.058	0.118	0	0.550	0.594
GLRA2	GABRA1	1842690	1842192	9606.ENSP00000218075	9606.ENSP00000023897	0	0	0	0.872	0.054	0.110	0.540	0.320	0.594
INS	MYOD1	1844030	1843984	9606.ENSP00000250971	9606.ENSP00000250003	0	0	0	0	0	0	0	0.593	0.593
FGF19	INS	1847477	1844030	9606.ENSP00000294312	9606.ENSP00000250971	0	0	0	0	0	0	0	0.593	0.593
ATOH1	PROX1	1848384	1844915	9606.ENSP00000302216	9606.ENSP00000261454	0	0	0	0	0	0	0	0.592	0.592
LDLRAD1	HEPACAM	1855468	1847941	9606.ENSP00000360411	9606.ENSP00000298251	0	0	0	0	0	0	0	0.592	0.592
IRS4	INSRR	1855625	1854759	9606.ENSP00000361202	9606.ENSP00000357178	0	0	0	0	0	0.295	0	0.444	0.591
ATOH1	HES6	1848384	1846287	9606.ENSP00000302216	9606.ENSP00000272937	0	0	0	0	0.058	0.111	0	0.549	0.590
GCG	GAD2	1859292	1844680	9606.ENSP00000387662	9606.ENSP00000259271	0	0	0	0	0.080	0	0	0.571	0.588
NTRK1	SLC18A3	1861874	1856047	9606.ENSP00000431418	9606.ENSP00000363229	0	0	0	0	0	0	0	0.588	0.588
ATP12A	CFTR	1842709	1842118	9606.ENSP00000218548	9606.ENSP00000003084	0	0	0	0	0.053	0.081	0	0.565	0.588
NOG	SOX2	1851004	1850559	9606.ENSP00000328181	9606.ENSP00000323588	0	0	0	0	0	0	0	0.587	0.587
KCNA1	SNAP25	1857543	1844344	9606.ENSP00000371985	9606.ENSP00000254976	0	0	0	0	0.090	0	0	0.564	0.587
PRL	ABCG2	1848376	1843466	9606.ENSP00000302150	9606.ENSP00000237612	0	0	0	0	0	0	0	0.587	0.587
HP	APCS	1853269	1844350	9606.ENSP00000348170	9606.ENSP00000255040	0	0	0	0	0.330	0	0	0.410	0.587
KIF19	DNAH9	1857872	1845146	9606.ENSP00000374566	9606.ENSP00000262442	0	0	0	0	0.052	0.194	0	0.504	0.587
GCG	NKX2-2	1859292	1856622	9606.ENSP00000387662	9606.ENSP00000366347	0	0	0	0	0.068	0	0	0.574	0.586
ELAVL4	INS	1853466	1844030	9606.ENSP00000349594	9606.ENSP00000250971	0	0	0	0	0	0	0	0.586	0.586
NR0B2	SLC10A1	1844279	1842610	9606.ENSP00000254227	9606.ENSP00000216540	0	0	0	0	0	0	0	0.586	0.586
SLC2A2	PPY	1850555	1843068	9606.ENSP00000323568	9606.ENSP00000225992	0	0	0	0	0	0	0	0.586	0.586
INS	CHGA	1844030	1842607	9606.ENSP00000250971	9606.ENSP00000216492	0	0	0	0	0.058	0	0	0.578	0.585
MSX1	NOG	1857563	1851004	9606.ENSP00000372170	9606.ENSP00000328181	0	0	0	0	0.056	0	0	0.577	0.584
SLC26A3	CFTR	1852987	1842118	9606.ENSP00000345873	9606.ENSP00000003084	0	0	0	0	0.053	0.145	0	0.528	0.584
SLC13A2	SLC26A3	1859644	1852987	9606.ENSP00000392411	9606.ENSP00000345873	0	0	0	0	0.061	0	0	0.575	0.584
KCNA1	CACNA1B	1857543	1855467	9606.ENSP00000371985	9606.ENSP00000360406	0	0	0	0	0.059	0.357	0	0.367	0.583
PCSK1	MC4R	1849029	1848101	9606.ENSP00000308024	9606.ENSP00000299766	0	0	0	0	0.053	0	0	0.578	0.583
NR5A1	NR0B2	1855944	1844279	9606.ENSP00000362690	9606.ENSP00000254227	0	0	0	0	0.053	0.292	0	0.427	0.582
SOX2	ASCL1	1850559	1845903	9606.ENSP00000323588	9606.ENSP00000266744	0	0	0	0	0.045	0	0	0.581	0.582
FGF8	LEFTY1	1850386	1846227	9606.ENSP00000321797	9606.ENSP00000272134	0	0	0	0	0.052	0	0	0.576	0.581
PRSS3	CTRB2	1854099	1848587	9606.ENSP00000354280	9606.ENSP00000303963	0	0	0.527	0.875	0.297	0.391	0	0	0.581
NKX6-1	INS	1847632	1844030	9606.ENSP00000295886	9606.ENSP00000250971	0	0	0	0	0.052	0	0	0.576	0.580
PIWIL2	PIWIL1	1853409	1843752	9606.ENSP00000349208	9606.ENSP00000245255	0	0	0	0.922	0.083	0.531	0	0.825	0.580
CACNA1G	NEUROG1	1853790	1849970	9606.ENSP00000352011	9606.ENSP00000317580	0	0	0	0	0	0	0	0.580	0.580
GIP	SLC2A2	1853529	1850555	9606.ENSP00000350005	9606.ENSP00000323568	0	0	0	0	0	0	0	0.580	0.580
KRTAP19-1	KRTAP11-1	1857892	1851278	9606.ENSP00000375108	9606.ENSP00000330720	0	0	0	0	0	0	0	0.579	0.579
NCAM1	CHGA	1850053	1842607	9606.ENSP00000318472	9606.ENSP00000216492	0	0	0	0	0	0	0	0.579	0.579
P2RX3	TRPA1	1845329	1845090	9606.ENSP00000263314	9606.ENSP00000262209	0	0	0	0	0	0	0	0.579	0.579
WFDC6	SPINT3	1855730	1842667	9606.ENSP00000361755	9606.ENSP00000217428	0	0	0	0	0	0	0	0.579	0.579
LGALS4	MYOD1	1848369	1843984	9606.ENSP00000302100	9606.ENSP00000250003	0	0	0	0	0	0	0	0.578	0.578
EYS	NEURL	1861622	1855101	9606.ENSP00000424243	9606.ENSP00000358795	0	0	0	0	0	0.542	0	0.118	0.578
CACNA1G	KCNA4	1853790	1851048	9606.ENSP00000352011	9606.ENSP00000328511	0	0	0	0	0.047	0.357	0	0.366	0.577
LHX8	DLX2	1847496	1843390	9606.ENSP00000294638	9606.ENSP00000234198	0	0	0	0	0.050	0.068	0	0.561	0.577
RBP4	INS	1855488	1844030	9606.ENSP00000360519	9606.ENSP00000250971	0	0	0	0	0	0	0	0.576	0.576
FLG	CASP14	1854882	1842858	9606.ENSP00000357789	9606.ENSP00000221740	0	0	0	0	0.200	0	0	0.492	0.576
CTSE	TCF23	1853647	1847673	9606.ENSP00000350911	9606.ENSP00000296096	0	0	0	0	0	0	0	0.575	0.575
CR2	FCER2	1854505	1845476	9606.ENSP00000356024	9606.ENSP00000264072	0	0	0	0	0	0.360	0	0.364	0.575
CACNA1B	ATP2B3	1855467	1845362	9606.ENSP00000360406	9606.ENSP00000263519	0	0	0	0	0.193	0.095	0	0.465	0.575
CTRB1	CPB1	1854101	1846826	9606.ENSP00000354294	9606.ENSP00000282957	0.054	0	0	0	0.338	0.134	0	0.309	0.575
EDN3	PIP	1851964	1847272	9606.ENSP00000337128	9606.ENSP00000291009	0	0	0	0	0	0	0	0.575	0.575
PRSS1	CFTR	1849102	1842118	9606.ENSP00000308720	9606.ENSP00000003084	0	0	0	0	0	0	0	0.575	0.575
ATOH1	WNT3A	1848384	1846912	9606.ENSP00000302216	9606.ENSP00000284523	0	0	0	0	0.053	0.115	0	0.534	0.575
CTSE	NTS	1853647	1844400	9606.ENSP00000350911	9606.ENSP00000256010	0	0	0	0	0	0	0	0.575	0.575
EYS	USH2A	1861622	1848790	9606.ENSP00000424243	9606.ENSP00000305941	0	0	0	0.608	0.056	0.498	0	0.381	0.574
SERPINA6	HNF4A	1852633	1849587	9606.ENSP00000342850	9606.ENSP00000312987	0	0	0	0	0.052	0.054	0	0.563	0.574
MUC5AC	CFTR	1862009	1842118	9606.ENSP00000435591	9606.ENSP00000003084	0	0	0	0	0	0	0	0.574	0.574
INSM1	INS	1849554	1844030	9606.ENSP00000312631	9606.ENSP00000250971	0	0	0	0	0	0	0	0.574	0.574
MS4A1	CD22	1849724	1842254	9606.ENSP00000314620	9606.ENSP00000085219	0	0	0	0	0.268	0	0	0.442	0.574
PPM1E	EPHA5	1849533	1846339	9606.ENSP00000312411	9606.ENSP00000273854	0.309	0	0	0	0.123	0.169	0	0.254	0.574
O3FAR1	GIP	1855492	1853529	9606.ENSP00000360538	9606.ENSP00000350005	0	0	0	0	0	0	0	0.570	0.570
DLK1	WNT3A	1852308	1846912	9606.ENSP00000340292	9606.ENSP00000284523	0	0	0	0	0.073	0.118	0	0.516	0.570
KRT4	CRNN	1862492	1846216	9606.ENSP00000448220	9606.ENSP00000271835	0	0	0	0	0.406	0	0	0.304	0.569
NR5A1	LHCGR	1855944	1847515	9606.ENSP00000362690	9606.ENSP00000294954	0	0	0	0	0.053	0	0	0.564	0.569
GRIA1	SLC17A7	1846982	1842841	9606.ENSP00000285900	9606.ENSP00000221485	0	0	0	0	0.061	0	0	0.559	0.568
NKX2-2	ASCL1	1856622	1845903	9606.ENSP00000366347	9606.ENSP00000266744	0	0	0	0	0	0.078	0	0.551	0.568
PAX1	FGF8	1858613	1850386	9606.ENSP00000381499	9606.ENSP00000321797	0	0	0	0	0.042	0	0	0.567	0.568
AFP	DLK1	1858331	1852308	9606.ENSP00000379138	9606.ENSP00000340292	0	0	0	0	0.424	0	0	0.280	0.567
NTRK1	POU4F1	1861874	1856641	9606.ENSP00000431418	9606.ENSP00000366413	0	0	0	0	0	0	0	0.566	0.566
SLC1A2	SLC17A7	1846562	1842841	9606.ENSP00000278379	9606.ENSP00000221485	0	0	0	0	0.134	0	0	0.519	0.566
SP8	FGF10	1860741	1845589	9606.ENSP00000408792	9606.ENSP00000264664	0	0	0	0	0	0.074	0	0.550	0.565
PAX8	DIO1	1859871	1854177	9606.ENSP00000395498	9606.ENSP00000354643	0	0	0	0	0.211	0	0	0.470	0.564
VSX2	ISL1	1845036	1843262	9606.ENSP00000261980	9606.ENSP00000230658	0	0	0	0	0.054	0	0	0.558	0.564
CLCNKB	BEST3	1856357	1851470	9606.ENSP00000364831	9606.ENSP00000332413	0	0	0	0	0.051	0	0.540	0.081	0.563
NOG	ZIC3	1851004	1847072	9606.ENSP00000328181	9606.ENSP00000287538	0	0	0	0	0	0	0	0.563	0.563
GNAT3	ISLR2	1858594	1854369	9606.ENSP00000381339	9606.ENSP00000355402	0	0	0	0	0.055	0.171	0	0.488	0.563
GNAT3	LINGO2	1858594	1849261	9606.ENSP00000381339	9606.ENSP00000310126	0	0	0	0	0.054	0.171	0	0.488	0.563
FGF8	INS	1850386	1844030	9606.ENSP00000321797	9606.ENSP00000250971	0	0	0	0	0	0	0	0.563	0.563
NKX2-2	SLC2A2	1856622	1850555	9606.ENSP00000366347	9606.ENSP00000323568	0	0	0	0	0.049	0.053	0	0.553	0.562
SOX2	CDX1	1850559	1843298	9606.ENSP00000323588	9606.ENSP00000231656	0	0	0	0	0	0.360	0	0.344	0.562
F7	CYP4F2	1856334	1842855	9606.ENSP00000364731	9606.ENSP00000221700	0	0	0	0	0.082	0.067	0	0.528	0.561
SLC18A3	CHRNA4	1856047	1855204	9606.ENSP00000363229	9606.ENSP00000359285	0	0	0	0	0.054	0	0	0.555	0.561
GDF5	MMP13	1856103	1844775	9606.ENSP00000363489	9606.ENSP00000260302	0	0	0	0	0	0	0	0.560	0.560
GABRA2	GABRA4	1853367	1845523	9606.ENSP00000348897	9606.ENSP00000264318	0	0	0	0.955	0.053	0	0.540	0.731	0.560
CAMK2B	GRM3	1858327	1854350	9606.ENSP00000379098	9606.ENSP00000355316	0	0	0	0	0.187	0.095	0	0.448	0.559
MYH7B	MYBPH	1845230	1844378	9606.ENSP00000262873	9606.ENSP00000255416	0	0	0	0	0.055	0	0.540	0.069	0.559
INSRR	PPM1E	1854759	1849533	9606.ENSP00000357178	9606.ENSP00000312411	0.309	0	0	0	0.092	0.169	0	0.254	0.558
DNAH9	TUBB2B	1845146	1844727	9606.ENSP00000262442	9606.ENSP00000259818	0	0	0	0	0.053	0.171	0	0.483	0.558
PPM1E	BMX	1849533	1849112	9606.ENSP00000312411	9606.ENSP00000308774	0.309	0	0	0	0.092	0.169	0	0.254	0.558
PPM1E	BLK	1849533	1844665	9606.ENSP00000312411	9606.ENSP00000259089	0.309	0	0	0	0.092	0.169	0	0.254	0.558
SPATA3	ODF1	1859371	1846962	9606.ENSP00000388741	9606.ENSP00000285402	0	0	0	0	0.490	0	0	0.169	0.558
PPM1E	ERN2	1849533	1844469	9606.ENSP00000312411	9606.ENSP00000256797	0.309	0	0	0	0.092	0.169	0	0.254	0.558
SPP1	ABCG2	1858269	1843466	9606.ENSP00000378517	9606.ENSP00000237612	0	0	0	0	0	0	0	0.558	0.558
MYH7B	MYOD1	1845230	1843984	9606.ENSP00000262873	9606.ENSP00000250003	0	0	0	0	0.053	0	0	0.552	0.558
PPM1E	EPHA8	1849533	1842296	9606.ENSP00000312411	9606.ENSP00000166244	0.309	0	0	0	0.092	0.169	0	0.254	0.558
GNAT3	LRRC10	1858594	1854314	9606.ENSP00000381339	9606.ENSP00000355166	0	0	0	0	0	0.171	0	0.488	0.557
GNAT3	OPTC	1858594	1854545	9606.ENSP00000381339	9606.ENSP00000356191	0	0	0	0	0	0.171	0	0.488	0.557
WNT3A	CDX1	1846912	1843298	9606.ENSP00000284523	9606.ENSP00000231656	0	0	0	0	0.055	0.162	0	0.486	0.557
GNAT3	LRRC38	1858594	1856430	9606.ENSP00000381339	9606.ENSP00000365253	0	0	0	0	0	0.171	0	0.488	0.557
GNAT3	LRRC53	1858594	1847495	9606.ENSP00000381339	9606.ENSP00000294635	0	0	0	0	0	0.171	0	0.488	0.557
GNAT3	LRRC19	1858594	1857142	9606.ENSP00000381339	9606.ENSP00000369395	0	0	0	0	0	0.171	0	0.488	0.557
GNAT3	LRRTM1	1858594	1847525	9606.ENSP00000381339	9606.ENSP00000295057	0	0	0	0	0	0.171	0	0.488	0.557
GNAT3	KERA	1858594	1845898	9606.ENSP00000381339	9606.ENSP00000266719	0	0	0	0	0	0.171	0	0.488	0.557
GNAT3	RXFP2	1858594	1847959	9606.ENSP00000381339	9606.ENSP00000298386	0	0	0	0	0	0.171	0	0.488	0.557
HNF1A	CRP	1844515	1844348	9606.ENSP00000257555	9606.ENSP00000255030	0	0	0	0	0	0	0	0.557	0.557
PNLIP	CTRB1	1854981	1854101	9606.ENSP00000358223	9606.ENSP00000354294	0	0	0	0	0.409	0	0	0.280	0.556
NEURL	TDGF1	1855101	1847689	9606.ENSP00000358795	9606.ENSP00000296145	0	0	0	0	0	0.542	0	0.071	0.556
NEURL	DLK1	1855101	1852308	9606.ENSP00000358795	9606.ENSP00000340292	0	0	0	0	0	0.542	0	0.071	0.556
NEURL	SCUBE3	1855101	1846421	9606.ENSP00000358795	9606.ENSP00000274938	0	0	0	0	0	0.542	0	0.071	0.556
GABRA4	GABRA1	1845523	1842192	9606.ENSP00000264318	9606.ENSP00000023897	0	0	0	0.960	0.053	0	0.540	0.551	0.555
SIGLEC6	PAEP	1860285	1846531	9606.ENSP00000401502	9606.ENSP00000277508	0	0	0	0	0.134	0	0	0.507	0.555
ALK	PHOX2B	1857789	1843088	9606.ENSP00000373700	9606.ENSP00000226382	0	0	0	0	0.047	0	0	0.552	0.554
DPPA3	SOX2	1852192	1850559	9606.ENSP00000339250	9606.ENSP00000323588	0	0	0	0	0	0	0	0.554	0.554
CPLX2	STXBP5L	1853863	1846333	9606.ENSP00000352544	9606.ENSP00000273666	0	0	0	0	0.072	0	0.540	0	0.554
GABRA5	GABRA4	1851869	1845523	9606.ENSP00000335592	9606.ENSP00000264318	0	0	0	0.953	0.045	0	0.540	0.582	0.554
GRIN2A	SLC1A2	1851485	1846562	9606.ENSP00000332549	9606.ENSP00000278379	0	0	0	0	0.104	0.045	0	0.519	0.553
MYH7B	ACTL6B	1845230	1842277	9606.ENSP00000262873	9606.ENSP00000160382	0	0	0	0	0.054	0.396	0	0.281	0.553
BEST3	GLRA2	1851470	1842690	9606.ENSP00000332413	9606.ENSP00000218075	0	0	0	0	0.046	0	0.540	0.064	0.553
GABRB2	GLRA2	1846395	1842690	9606.ENSP00000274547	9606.ENSP00000218075	0	0	0	0.872	0	0	0.540	0.206	0.550
AFP	LIN28A	1858331	1844280	9606.ENSP00000379138	9606.ENSP00000254231	0	0	0	0	0.415	0	0	0.261	0.550
GRIN2A	SYP	1851485	1845310	9606.ENSP00000332549	9606.ENSP00000263233	0	0	0	0	0.109	0	0	0.515	0.550
GCG	HNF4A	1859292	1849587	9606.ENSP00000387662	9606.ENSP00000312987	0	0	0	0	0	0	0	0.549	0.549
SPATA21	SCN1A	1851873	1848547	9606.ENSP00000335612	9606.ENSP00000303540	0	0	0	0	0	0.541	0	0.059	0.549
CALML5	SCN1A	1857202	1848547	9606.ENSP00000369689	9606.ENSP00000303540	0	0	0	0	0	0.541	0	0.059	0.549
CALN1	SCN1A	1858282	1848547	9606.ENSP00000378690	9606.ENSP00000303540	0	0	0	0	0	0.541	0	0.059	0.549
CLCNKB	GABRA5	1856357	1851869	9606.ENSP00000364831	9606.ENSP00000335592	0	0	0	0	0.055	0	0.540	0.044	0.548
LCE1E	LCE1A	1854872	1851773	9606.ENSP00000357759	9606.ENSP00000334869	0	0	0	0	0.224	0	0	0.442	0.548
FGF9	INS	1857512	1844030	9606.ENSP00000371790	9606.ENSP00000250971	0	0	0	0	0	0	0	0.548	0.548
VSX2	NEUROD4	1845036	1843649	9606.ENSP00000261980	9606.ENSP00000242994	0	0	0	0	0.054	0	0	0.542	0.548
GABRA1	CFTR	1842192	1842118	9606.ENSP00000023897	9606.ENSP00000003084	0	0	0	0	0	0	0.540	0.059	0.548
PAX2	ISL1	1859923	1843262	9606.ENSP00000396259	9606.ENSP00000230658	0	0	0	0	0.072	0.049	0	0.529	0.548
HMX1	NEUROD1	1858849	1847535	9606.ENSP00000383516	9606.ENSP00000295108	0	0	0	0	0	0	0	0.548	0.548
CACNA1B	ATP2B2	1855467	1850617	9606.ENSP00000360406	9606.ENSP00000324172	0	0	0	0	0.167	0.095	0	0.447	0.547
BAAT	PON1	1844693	1842913	9606.ENSP00000259407	9606.ENSP00000222381	0	0	0	0	0.373	0	0	0.306	0.547
NEUROD1	SST	1847535	1847077	9606.ENSP00000295108	9606.ENSP00000287641	0	0	0	0	0.122	0	0	0.505	0.547
KLK7	DSC1	1857951	1844492	9606.ENSP00000375683	9606.ENSP00000257198	0	0	0	0	0.072	0	0	0.532	0.547
CALN1	TUBB2B	1858282	1844727	9606.ENSP00000378690	9606.ENSP00000259818	0	0	0	0	0.067	0.144	0	0.479	0.547
SPATA21	TUBB2B	1851873	1844727	9606.ENSP00000335612	9606.ENSP00000259818	0	0	0	0	0.067	0.144	0	0.479	0.547
CALML5	TUBB2B	1857202	1844727	9606.ENSP00000369689	9606.ENSP00000259818	0	0	0	0	0.067	0.144	0	0.479	0.547
CLCNKB	GABRA2	1856357	1853367	9606.ENSP00000364831	9606.ENSP00000348897	0	0	0	0	0.055	0	0.540	0	0.546
CLCNKB	GABRA1	1856357	1842192	9606.ENSP00000364831	9606.ENSP00000023897	0	0	0	0	0.055	0	0.540	0	0.546
CLCNKB	GABRA4	1856357	1845523	9606.ENSP00000364831	9606.ENSP00000264318	0	0	0	0	0.055	0	0.540	0	0.546
SPP1	INS	1858269	1844030	9606.ENSP00000378517	9606.ENSP00000250971	0	0	0	0	0	0	0	0.546	0.546
GABRQ	BEST3	1855216	1851470	9606.ENSP00000359329	9606.ENSP00000332413	0	0	0	0	0.053	0	0.540	0	0.545
KCNA1	CACNA1G	1857543	1853790	9606.ENSP00000371985	9606.ENSP00000352011	0	0	0	0	0.047	0.357	0	0.318	0.545
CLCNKB	GABRQ	1856357	1855216	9606.ENSP00000364831	9606.ENSP00000359329	0	0	0	0	0.051	0	0.540	0	0.544
CLCNKB	GABRB2	1856357	1846395	9606.ENSP00000364831	9606.ENSP00000274547	0	0	0	0	0.051	0	0.540	0	0.544
PROX1	NEUROD4	1844915	1843649	9606.ENSP00000261454	9606.ENSP00000242994	0	0	0	0	0.050	0	0	0.540	0.544
POU4F1	NKX2-2	1856641	1856622	9606.ENSP00000366413	9606.ENSP00000366347	0	0	0	0	0.054	0.327	0	0.341	0.543
TPO	INS	1850079	1844030	9606.ENSP00000318820	9606.ENSP00000250971	0	0	0	0	0	0	0	0.543	0.543
KCNC2	CACNA1G	1862581	1853790	9606.ENSP00000449253	9606.ENSP00000352011	0	0	0	0	0.067	0.357	0	0.298	0.542
DCX	NCAM1	1852027	1850053	9606.ENSP00000337697	9606.ENSP00000318472	0	0	0	0	0.073	0	0	0.526	0.542
LCE2A	LCE1A	1854874	1851773	9606.ENSP00000357768	9606.ENSP00000334869	0	0	0	0	0.224	0	0	0.434	0.542
PRSS1	CPA1	1849102	1842164	9606.ENSP00000308720	9606.ENSP00000011292	0.054	0	0	0	0.293	0.134	0	0.301	0.541
CAMK2B	SPATA21	1858327	1851873	9606.ENSP00000379098	9606.ENSP00000335612	0	0	0	0	0.045	0.521	0	0.079	0.541
CAMK2B	CALN1	1858327	1858282	9606.ENSP00000379098	9606.ENSP00000378690	0	0	0	0	0.045	0.521	0	0.079	0.541
GABRB2	CFTR	1846395	1842118	9606.ENSP00000274547	9606.ENSP00000003084	0	0	0	0	0	0	0.540	0	0.540
ENPP1	PCSK1	1854095	1849029	9606.ENSP00000354238	9606.ENSP00000308024	0	0	0	0	0.101	0	0	0.510	0.540
COL25A1	SYP	1858694	1845310	9606.ENSP00000382083	9606.ENSP00000263233	0	0	0	0	0	0	0	0.540	0.540
ATOH1	BARHL1	1848384	1845375	9606.ENSP00000302216	9606.ENSP00000263610	0	0	0	0	0.052	0	0	0.535	0.540
BEST3	GABRA4	1851470	1845523	9606.ENSP00000332413	9606.ENSP00000264318	0	0	0	0	0	0	0.540	0	0.540
HSPB3	INS	1848524	1844030	9606.ENSP00000303394	9606.ENSP00000250971	0	0	0	0	0	0	0	0.540	0.540
GABRQ	CFTR	1855216	1842118	9606.ENSP00000359329	9606.ENSP00000003084	0	0	0	0	0	0	0.540	0	0.540
DIO1	SERPINA7	1854177	1851141	9606.ENSP00000354643	9606.ENSP00000329374	0	0	0	0	0	0	0	0.540	0.540
GABRA2	BEST3	1853367	1851470	9606.ENSP00000348897	9606.ENSP00000332413	0	0	0	0	0	0	0.540	0	0.540
CLCNKB	GLRA2	1856357	1842690	9606.ENSP00000364831	9606.ENSP00000218075	0	0	0	0	0	0	0.540	0	0.540
GLRA2	CFTR	1842690	1842118	9606.ENSP00000218075	9606.ENSP00000003084	0	0	0	0	0	0	0.540	0	0.540
GABRA4	CFTR	1845523	1842118	9606.ENSP00000264318	9606.ENSP00000003084	0	0	0	0	0	0	0.540	0	0.540
GABRA5	CFTR	1851869	1842118	9606.ENSP00000335592	9606.ENSP00000003084	0	0	0	0	0	0	0.540	0	0.540
GABRA2	CFTR	1853367	1842118	9606.ENSP00000348897	9606.ENSP00000003084	0	0	0	0	0	0	0.540	0	0.540
GABRA5	BEST3	1851869	1851470	9606.ENSP00000335592	9606.ENSP00000332413	0	0	0	0	0	0	0.540	0	0.540
BEST3	GABRA1	1851470	1842192	9606.ENSP00000332413	9606.ENSP00000023897	0	0	0	0	0	0	0.540	0	0.540
SPP1	MMP13	1858269	1844775	9606.ENSP00000378517	9606.ENSP00000260302	0	0	0	0	0.056	0	0	0.532	0.539
DCX	NEUROD1	1852027	1847535	9606.ENSP00000337697	9606.ENSP00000295108	0	0	0	0	0	0	0	0.539	0.539
GCG	CRP	1859292	1844348	9606.ENSP00000387662	9606.ENSP00000255030	0	0	0	0	0	0	0	0.539	0.539
